tipo,pilar,fecha_publicacion,estado,hook,agitacion,reencuadre,sistema,cta,caption,hashtags,descripcion_visual,formato_produccion,guion,duracion_seg,imagen_url,prompt_imagen
"reel","OBJECION","2026-06-05","borrador","Mi inmobiliaria es chica, no necesito un sistema. Eso me dijeron en 2024.","Una agencia de 4 personas. 80 consultas por mes. Sin sistema. El dueño atiende desde el celular personal, sus 2 vendedores también. Nadie sabe qué pasó con los leads de la semana pasada.","El tamaño no define si necesitás sistema o no. Lo define el costo de perder una operación. Y las agencias chicas pierden proporcionalmente más porque no tienen margen de error.","Las agencias chicas son las que más se benefician de un sistema. Porque cada operación cuenta el doble. Y el sistema no requiere más recursos, requiere mejor arquitectura.","Comentá DEMO si querés ver cómo funciona para una agencia de tu tamaño.","Mi inmobiliaria es chica, no necesito un sistema.\nEso me dijeron en 2024.\n\nUna agencia de 4 personas.\n80 consultas por mes.\nSin sistema.\n\nEl dueño atiende desde el celular personal.\nSus vendedores también.\nNadie sabe qué pasó con los leads de la semana pasada.\n\nEl tamaño no define si necesitás sistema.\nLo define el costo de perder una operación.\n\nLas agencias chicas pierden proporcionalmente más.\nPortque no tienen margen de error.\n\nComentá DEMO si querés ver cómo funciona para una agencia de tu tamaño.","#inmobiliaria|#inmobiliariasargentina|#sistemasinmobiliarios|#godreamai|#objecion","Cara a cámara. Empezar con la objeción en texto onscreen en grande. Gesto de asentir antes de darle la vuelta.","cara_camara","[0-3s] ""Mi inmobiliaria es chica, no necesito un sistema."" Eso me dijeron en 2024. / [3-15s] Una agencia de 4 personas. 80 consultas por mes. Sin sistema. El dueño atiende desde el celular. Sus vendedores también. Nadie sabe qué pasó con los leads de la semana pasada. / [15-25s] El tamaño no define si necesitás sistema. Lo define el costo de perder una operación. Las agencias chicas pierden proporcionalmente más porque no tienen margen de error. / [25-35s] Las agencias chicas son las que más se benefician. Cada operación cuenta el doble. Comentá DEMO.","35","","Cara a cámara. Fondo oscuro. Texto onscreen grande al inicio: ""ES CHICA, NO NECESITA SISTEMA"". Tachado en lima #CCFF00. Expresión de confianza al dar vuelta el argumento."
"historia","OBJECION","2026-06-05","borrador","¿Pensás que tu inmobiliaria es ""muy chica"" para tener un sistema?","Demoler la objeción del tamaño con datos concretos","","","Comentá CHICA si querés que te mostremos cómo funciona para agencias de 2 a 10 personas.","","#historias|#inmobiliaria|#objecion","5 stories demoliendo la objeción de tamaño. Story 3 encuesta de validación. Story 5 CTA directa.","solo_texto","Story 1: La objeción que más escucho esta semana. / Story 2: ""Mi inmobiliaria es chica, no necesita sistema."" / Story 3: ENCUESTA - ¿Cuántos vendedores tenés? [1 a 3 | 4 a 10 | Más de 10] / Story 4: El problema es el mismo con 3 vendedores que con 15. Los leads entran, nadie los sigue, se pierden. / Story 5: CTA - Comentá CHICA y te muestro cómo se ve el sistema para una agencia de tu tamaño.","","",""
"carrusel","DOLOR","2026-06-06","borrador","Antes/después: una inmobiliaria que dejó de vender a mano","Antes: leads por WhatsApp personal, sin registro, seguimiento a memoria, propietarios que llaman para preguntar. Después: consultas centralizadas, seguimiento automático, reporte semanal al propietario sin que nadie lo genere.","El cambio no fue tecnológico. Fue arquitectónico. No se agregaron herramientas. Se rediseñó cómo fluye la información.","14 días de Sprint. Sistema funcionando. El dueño puede ver en tiempo real qué pasa con cada consulta, cada propiedad, cada vendedor.","¿Tu inmobiliaria sigue en la columna del antes? Guardá este carrusel. (Diagnóstico gratuito: link en primer comentario.)","Antes / después de una inmobiliaria que dejó de vender a mano.\n\nNo es magia. Es arquitectura.\n\n→ Ver el carrusel completo.\n\n¿Tu agencia está en la columna del antes? Guardá esto. (Link en primer comentario.)","#inmobiliaria|#inmobiliariasargentina|#antesdespues|#sistemasinmobiliarios|#godreamai","Carrusel visual. Slide 1 impacto con título. Slides 2-3 columna ANTES (fondo rojo/oscuro). Slides 4-5 columna DESPUÉS (fondo verde/lima). Slide final CTA. Tipografía Bebas Neue.","carrusel_diseno","Slide 1: ANTES / DESPUÉS — Una inmobiliaria que dejó de vender a mano / Slide 2: ANTES — WhatsApp personal de cada vendedor. 200 mensajes. Sin orden. Sin registro. / Slide 3: ANTES — El dueño llama al vendedor para saber qué pasó con un lead. El propietario llama para saber cómo va su propiedad. / Slide 4: DESPUÉS — Cada consulta entra al sistema. Se asigna. Se sigue. El primer mensaje llega solo en menos de 5 minutos. / Slide 5: DESPUÉS — El dueño ve en tiempo real: consultas de hoy / sin responder / visitas agendadas / operaciones cerradas. El propietario recibe el reporte automático. / Slide 6: El cambio no fue tecnológico. Fue arquitectónico. ¿Cuándo empieza el tuyo? (Link en primer comentario.)","","","Carrusel editorial. Fondo #0a0a0a. Slide 1 título grande Bebas Neue blanco. Slides ANTES: acento rojo sutil. Slides DESPUÉS: acento lima #CCFF00. Contraste visual entre columnas. Limpio, sin ilustraciones."
"historia","FUNDADOR","2026-06-06","borrador","Por qué construí esto para inmobiliarias específicamente","Historia detrás de Go Dream AI: el dolor que vimos, por qué el nicho","","","Seguime esta semana. El lunes arranca algo que le va a doler a más de uno.","","#historias|#fundador|#godreamai|#detrasdelcamara","5 stories humanizando la marca. Story 2-3 contexto del fundador. Story 4 conexión con el dolor del ICP. Story 5 gancho para la semana siguiente.","solo_texto","Story 1: El sábado lo uso para contarte algo de atrás del negocio. / Story 2: Empecé a construir esto porque vi el mismo problema en decenas de inmobiliarias: buenos vendedores, muchas consultas y cero sistema detrás. / Story 3: No era un problema de personas. Era un problema de arquitectura. Y nadie lo resolvía de verdad. / Story 4: Así nació Go Dream AI. No para vender tecnología. Para arreglar cómo funciona la operación por dentro. / Story 5: CTA - El lunes arranca algo que le va a doler a más de uno. Seguime para no perdértelo.","","",""
"reel","DOLOR","2026-06-08","borrador","Cada vez que alguien copia un dato de una herramienta a otra, pagás un impuesto invisible.","Consulta entra por Zonaprop. La copiás a WhatsApp. La cargás en el Excel. La pasás al CRM. 4 pasos manuales por lead. 80 leads por mes. 320 acciones manuales que no generan una sola venta.","Esto no es un problema de productividad. Es un problema de datos fragmentados. Cada vez que la información pasa por un humano, se pierde, se tarda o se equivoca.","Con la arquitectura correcta, el dato entra una sola vez y fluye automáticamente a donde tiene que ir. Sin copiar. Sin pegar. Sin que nadie se olvide.","Comentá DEMO y te mostramos cómo se ve eso en tu inmobiliaria.","Cada vez que alguien copia un dato de una herramienta a otra, pagás un impuesto invisible.\n\nConsulta entra por Zonaprop.\nLa copiás a WhatsApp.\nLa cargás en el Excel.\nLa pasás al CRM.\n\n4 pasos manuales por lead.\n80 leads por mes.\n320 acciones manuales que no generan una sola venta.\n\nEsto no es un problema de productividad.\nEs un problema de datos fragmentados.\n\nCon la arquitectura correcta: el dato entra una vez y fluye solo.\nSin copiar. Sin pegar. Sin que nadie se olvide.\n\nComentá DEMO.","#inmobiliaria|#inmobiliariasargentina|#datosenmobiliaria|#procesoscomerciales|#godreamai","Cara a cámara. Fondo oscuro. Gestos que marcan el conteo: 1, 2, 3, 4 pasos manuales. Expresión de cansancio al enumerarlos, de alivio al mostrar la solución.","cara_camara","[0-3s] Cada vez que alguien copia un dato de una herramienta a otra, pagás un impuesto invisible. / [3-15s] Consulta entra por Zonaprop. La copiás a WhatsApp. La cargás en el Excel. La pasás al CRM. 4 pasos manuales por lead. 80 leads por mes. 320 acciones manuales que no generan una sola venta. / [15-25s] Esto no es un problema de productividad. Es un problema de datos fragmentados. Cada vez que la información pasa por un humano, se pierde, se tarda o se equivoca. / [25-35s] Con la arquitectura correcta: el dato entra una vez y fluye solo. Sin copiar. Sin pegar. Comentá DEMO.","35","","Editorial cara a cámara. Fondo #0a0a0a. Dedo contando (1-2-3-4) mientras nombra cada paso manual. Texto onscreen: ""320 ACCIONES MANUALES"" en lima #CCFF00. Expresión directa."
"historia","DOLOR","2026-06-08","borrador","¿Cuántas veces copiás el mismo dato entre herramientas?","Impuesto invisible del copy-paste manual entre tools","","","Contame cuántos pasos manuales tiene tu proceso. Respondé esta historia.","","#historias|#inmobiliaria|#datos","5 stories sobre fragmentación de datos. Encuesta sobre herramientas que usan. Cierre con CTA.","solo_texto","Story 1: ¿Cuántos pasos manuales tiene tu proceso de carga de leads? / Story 2: Zonaprop → WhatsApp → Excel → CRM = 4 pasos. Por lead. Por consulta. Todos los días. / Story 3: ENCUESTA - ¿Cómo cargás las consultas? [Excel/Sheets | CRM | WhatsApp | Todo a la vez] / Story 4: Cada paso manual es una oportunidad de que algo se pierda o se retrase. / Story 5: CTA - ¿Cuántos pasos tiene tu proceso? Respondé esta historia.","","",""
"reel","DOLOR","2026-06-09","borrador","El 41% de las inmobiliarias nunca responde un lead de su propia web. ¿La tuya es parte de ese número?","El cliente llenó el formulario. El sistema envió el email. El email fue a la bandeja de entrada. Nadie lo vio. Nadie lo llamó. 3 días después el interesado ya firmó con la agencia de enfrente que lo llamó el mismo día.","No es que a nadie le importa. Es que el proceso de notificación falla. El dato llega al lugar equivocado en el momento equivocado.","Con el sistema correcto, cada lead nuevo activa automáticamente una notificación al vendedor asignado, el primer mensaje al interesado y el registro en el sistema. Sin que nadie tenga que revisar ningún inbox.","Comentá DEMO y te mostramos cómo se ve ese flujo en tu inmobiliaria.","El 41% de las inmobiliarias nunca responde un lead de su propia web.\n\n¿La tuya es parte de ese número?\n\nEl cliente llenó el formulario.\nEl sistema envió el email.\nEl email fue a la bandeja de entrada.\nNadie lo vio. Nadie lo llamó.\n\n3 días después el interesado ya firmó con la agencia de enfrente que lo llamó el mismo día.\n\nNo es que a nadie le importa.\nEs que el proceso de notificación falla.\n\nCon el sistema correcto:\n→ Lead nuevo → notificación al vendedor\n→ Primer mensaje automático al interesado\n→ Registro en el sistema\n\nTodo en menos de 2 minutos. Comentá DEMO.","#inmobiliaria|#inmobiliariasargentina|#leads|#sistemasinmobiliarios|#godreamai","Cara a cámara. Gesto de incredulidad al decir el dato del 41%. Fondo oscuro. Número en pantalla al mencionarlo.","cara_camara","[0-3s] El 41% de las inmobiliarias nunca responde un lead de su propia web. ¿La tuya es parte de ese número? / [3-15s] El cliente llenó el formulario. El email llegó. Nadie lo vio. 3 días después firmó con la agencia de enfrente. / [15-25s] No es que a nadie le importa. Es que el proceso de notificación falla. El dato llega al lugar equivocado en el momento equivocado. / [25-35s] Con el sistema: lead nuevo, notificación al vendedor, primer mensaje automático al interesado, registro en el sistema. Todo en menos de 2 minutos. Comentá DEMO.","35","","Cara a cámara. Texto onscreen grande: 41% en lima #CCFF00. Expresión de incredulidad al leer el dato. Fondo #0a0a0a."
"post_linkedin","AUTORIDAD","2026-06-09","borrador","La diferencia entre tener WhatsApp y tener un sistema de ventas por WhatsApp.","Tener WhatsApp significa que tus clientes te escriben.\n\nTener un sistema de ventas por WhatsApp significa que cada mensaje que entra tiene un responsable, un primer contacto automático, un seguimiento programado y un registro que no depende de que alguien se acuerde.","La mayoría de las inmobiliarias tiene lo primero y cree que tiene lo segundo.\n\nEsa confusión cuesta 2 a 3 operaciones por mes. En comisiones, son entre 6.000 y 20.000 dólares al año que se regalan a la competencia.","La diferencia no está en la herramienta. Está en la arquitectura detrás. WhatsApp es el canal. El sistema es lo que hace que ese canal funcione sin depender de la memoria de nadie.","¿Tu agencia tiene WhatsApp o tiene un sistema? (Diagnóstico gratuito disponible — link en primer comentario.)","La diferencia entre tener WhatsApp y tener un sistema de ventas por WhatsApp.\n\nTener WhatsApp significa que tus clientes te escriben.\n\nTener un sistema significa que cada mensaje que entra tiene:\n→ Un responsable asignado\n→ Un primer contacto automático\n→ Un seguimiento programado\n→ Un registro que no depende de que nadie se acuerde\n\nLa mayoría de las inmobiliarias tiene lo primero y cree que tiene lo segundo.\n\nEsa confusión cuesta 2 a 3 operaciones por mes.\nEn comisiones: entre 6.000 y 20.000 dólares al año que se regalan a la competencia.\n\nLa diferencia no está en la herramienta. Está en la arquitectura detrás.\n\n¿Tu agencia tiene WhatsApp o tiene un sistema? (Link en primer comentario.)","#inmobiliaria|#realestate|#whatsappbusiness|#sistemasinmobiliarios|#inmobiliariasargentina","Post texto LinkedIn. Primera línea es el gancho completo. Listas con flechas para el sistema.","solo_texto","","","",""
"historia","TRANSFORMACION","2026-06-09","borrador","¿Qué pasa cuando una consulta de WhatsApp entra al sistema?","Mostrar el flujo automático de una consulta desde que entra hasta que se asigna","","","¿Querés ver ese flujo en vivo para tu inmobiliaria? Respondé esta historia.","","#historias|#inmobiliaria|#whatsapp|#sistemasinmobiliarios","5 stories mostrando el flujo automático paso a paso. Story 3-4 con capturas del proceso.","pantalla","Story 1: ¿Qué pasa en los primeros 5 minutos cuando un interesado escribe por WhatsApp? / Story 2: En la mayoría de las inmobiliarias: nada. El mensaje espera a que alguien lo vea. / Story 3: DEMO - con el sistema: 1. mensaje entra → 2. respuesta automática en segundos → 3. notificación al vendedor asignado → 4. registro en el panel. / Story 4: El vendedor llama cuando el interesado ya está caliente y calificado. No cuando ya se fue con la competencia. / Story 5: CTA - ¿Querés ver ese flujo para tu inmobiliaria? Respondé esta historia.","","",""
"carrusel","TRANSFORMACION","2026-06-10","borrador","Qué cambia en una inmobiliaria cuando centralizan todo en un sistema","Antes: 4 herramientas desconectadas, datos duplicados, nadie sabe qué pasó con el lead de ayer. Después: una sola fuente de verdad, cada dato en su lugar, el dueño ve todo sin preguntarle nada a nadie.","El problema no era la cantidad de herramientas. Era que ninguna hablaba con la otra. Y la información vivía en la cabeza de cada vendedor.","Un sistema centralizado significa: un lugar donde entra cada consulta, un lugar donde queda el seguimiento, un lugar donde el dueño ve el resumen. Sin planillas. Sin llamadas internas. Sin preguntar quién atiende a quién.","¿Cuántas herramientas usa tu inmobiliaria hoy para gestionar leads? Guardá este carrusel. (Link en primer comentario.)","¿Cuántas herramientas usa tu inmobiliaria para gestionar leads?\n\nSi la respuesta es más de 2 y ninguna habla con la otra, este carrusel es para vos.\n\n→ Ver el antes y el después.\n\nGuardá esto. (Link en primer comentario.)","#inmobiliaria|#inmobiliariasargentina|#sistemasinmobiliarios|#crm|#godreamai","Carrusel 6 slides. Visual limpio con dos columnas: ANTES vs DESPUÉS. Fondo oscuro. Tipografía Bebas Neue. Acentos lima.","carrusel_diseno","Slide 1: QUÉ CAMBIA CUANDO UNA INMOBILIARIA CENTRALIZA TODO / Slide 2: ANTES — WhatsApp personal de cada vendedor + Excel de seguimiento + CRM desactualizado + llamadas para saber el estado de cada lead. / Slide 3: ANTES — El dueño llama a sus vendedores para saber qué pasó. Los vendedores no recuerdan. La información se pierde. / Slide 4: DESPUÉS — Una sola fuente de verdad. Cada consulta entra y queda registrada. Cada movimiento tiene historial. / Slide 5: DESPUÉS — El dueño ve en 30 segundos: consultas de hoy / en seguimiento / visitas agendadas / cerradas. Sin preguntarle nada a nadie. / Slide 6: El cambio no es tecnológico. Es arquitectónico. ¿Cuándo empieza el tuyo? (Link en primer comentario.)","","","Carrusel editorial bicolor. Slides ANTES: marco rojo sutil en esquinas. Slides DESPUÉS: marco lima #CCFF00. Tipografía consistente. Fondo #0a0a0a. Datos concretos en cada slide."
"historia","AUTORIDAD","2026-06-10","borrador","¿Cuántas herramientas usa tu inmobiliaria para gestionar leads?","Compartir carrusel del día + encuesta sobre stack actual","","","Contame cuántas herramientas usás. Respondé esta historia.","","#historias|#inmobiliaria|#herramientas","5 stories. Compartir carrusel. Encuesta sobre herramientas. Insight sobre fragmentación.","solo_texto","Story 1: El carrusel de hoy toca algo que veo en casi todas las inmobiliarias. / Story 2: ¿Cuántas herramientas usás para gestionar leads hoy? / Story 3: ENCUESTA - ¿Cuáles usás? [Solo WhatsApp | WhatsApp + Excel | WhatsApp + CRM | Las tres y más] / Story 4: El problema no es cuántas herramientas tenés. Es que ninguna habla con la otra. / Story 5: CTA - Respondé esta historia y te cuento cómo lo ordenamos en 14 días.","","",""
"reel","AUTORIDAD","2026-06-11","borrador","Domingo a la noche, el cliente escribe. Nadie responde. El lunes ya firmó con otro.","El 62% de las búsquedas inmobiliarias en Argentina ocurren entre las 19hs y las 23hs. Cuando las oficinas están cerradas. Cuando el vendedor ya está en casa. Cuando nadie revisa el WhatsApp del negocio.","El problema no es el horario de atención. Es que la respuesta depende de que una persona esté disponible. Y las personas no están disponibles las 24 horas.","Con el sistema correcto, el primer mensaje llega en menos de 5 minutos, a cualquier hora. El interesado siente que fue atendido. El vendedor llama al día siguiente cuando el lead ya está calificado y espera su llamado.","Comentá DEMO y te mostramos cómo funciona fuera del horario de oficina.","Domingo a la noche, el cliente escribe.\nNadie responde.\nEl lunes ya firmó con otro.\n\nEl 62% de las búsquedas inmobiliarias ocurren entre las 19hs y las 23hs.\nCuando las oficinas están cerradas.\nCuando el vendedor ya está en casa.\n\nEl problema no es el horario de atención.\nEs que la respuesta depende de que una persona esté disponible.\n\nCon el sistema:\n→ Primer mensaje en menos de 5 minutos, a cualquier hora\n→ El interesado siente que fue atendido\n→ El vendedor llama al día siguiente con el lead calificado\n\nComentá DEMO. (Link en primer comentario.)","#inmobiliaria|#inmobiliariasargentina|#atencion24hs|#sistemasinmobiliarios|#godreamai","Pantalla. Mostrar notificación llegando a las 21:30hs y la respuesta automática saliendo en segundos. Reloj visible. Contraste emocional fuerte.","pantalla","[0-3s] Domingo a la noche, el cliente escribe. Nadie responde. El lunes ya firmó con otro. / [3-15s] El 62% de las búsquedas inmobiliarias ocurren entre las 19hs y las 23hs. Cuando las oficinas están cerradas. Cuando nadie revisa el WhatsApp del negocio. / [15-25s] El problema no es el horario de atención. Es que la respuesta depende de que una persona esté disponible. / [25-35s] Con el sistema: primer mensaje en menos de 5 minutos, a cualquier hora. El vendedor llama el lunes con el lead calificado. Comentá DEMO.","35","","Pantalla con hora 21:47 visible. Mensaje entrando: ""Consulta por propiedad en Palermo"". Respuesta automática saliendo 23 segundos después. Fondo oscuro. Cronómetro visible. Lima #CCFF00 en el tiempo de respuesta."
"post_linkedin","DOLOR","2026-06-11","borrador","El 41% de las inmobiliarias nunca responde un lead de su propia web. ¿La tuya es parte de ese número?","El formulario se llenó. El email llegó. Nadie lo abrió. El lead esperó 3 días y compró con la competencia.\n\nEsto lo mide Roof AI con datos de miles de agencias. No es una excepción. Es la norma.","No es falta de voluntad. Es falta de sistema.\n\nCuando el proceso de notificación depende de que alguien revise el inbox correcto en el momento correcto, el proceso falla. Siempre.","El sistema correcto activa automáticamente una notificación al vendedor asignado y un primer mensaje al interesado, en menos de 2 minutos, sin que nadie tenga que revisar nada.","¿Tu inmobiliaria responde todos los leads que llegan de la web? (Diagnóstico gratuito disponible — link en primer comentario.)","El 41% de las inmobiliarias nunca responde un lead de su propia web.\n\n¿La tuya es parte de ese número?\n\nEl formulario se llenó. El email llegó.\nNadie lo abrió.\nEl lead esperó 3 días y compró con la competencia.\n\nEsto lo mide Roof AI con datos de miles de agencias.\nNo es una excepción. Es la norma.\n\nNo es falta de voluntad. Es falta de sistema.\n\nCuando el proceso depende de que alguien revise el inbox correcto en el momento correcto, el proceso falla. Siempre.\n\nEl sistema correcto activa automáticamente:\n→ Notificación al vendedor asignado\n→ Primer mensaje al interesado\nEn menos de 2 minutos. Sin que nadie tenga que revisar nada.\n\n¿Tu inmobiliaria responde todos los leads de la web? (Link en primer comentario.)","#inmobiliaria|#realestate|#inmobiliariasargentina|#leads|#sistemasinmobiliarios","Post texto LinkedIn. Dato del 41% como gancho solo en línea 1.","solo_texto","","","",""
"historia","AUTORIDAD","2026-06-11","borrador","¿Tu inmobiliaria atiende leads a las 22hs?","Demo del sistema respondiendo fuera del horario de oficina","","","¿Querés ver cómo funciona el sistema a las 22hs? Respondé esta historia.","","#historias|#inmobiliaria|#atencion24hs","5 stories. Story 3 dato del 62% de búsquedas nocturnas. Story 4 demo de respuesta automática. Story 5 CTA.","pantalla","Story 1: Una consulta llega a las 22:15 del domingo. ¿Qué hace tu inmobiliaria? / Story 2: La mayoría: nada. El mensaje espera hasta el lunes. El interesado ya habló con 3 agencias más. / Story 3: DATO - El 62% de las búsquedas inmobiliarias ocurren después de las 19hs. Tus clientes buscan cuando vos estás durmiendo. / Story 4: DEMO - así se ve el sistema respondiendo a las 22:15: mensaje entra → respuesta automática en 40 segundos → notificación al vendedor para el día siguiente. / Story 5: CTA - ¿Querés que tu inmobiliaria atienda a las 22hs? Respondé esta historia.","","",""
"reel","OBJECION","2026-06-12","borrador","Ya tenemos Excel. Y por eso perdés 2 operaciones por mes sin darte cuenta.","Excel no avisa cuando un lead lleva 3 días sin respuesta. Excel no llama al interesado que visitó la propiedad hace una semana. Excel no genera el reporte del propietario. Excel espera. Y mientras espera, los interesados se van.","El problema no es Excel. Es que Excel es una herramienta pasiva en un proceso que necesita ser activo. No te avisa, no actúa, no sigue. Lo hacés vos o no se hace.","Un sistema activo hace lo que Excel no puede: avisa, sigue, notifica, registra y muestra todo sin que nadie tenga que acordarse de abrir el archivo.","Comentá DEMO y te mostramos qué tiene el sistema que el Excel no puede hacer.","Ya tenemos Excel.\nY por eso perdés 2 operaciones por mes sin darte cuenta.\n\nExcel no avisa cuando un lead lleva 3 días sin respuesta.\nExcel no llama al que visitó la propiedad la semana pasada.\nExcel no genera el reporte del propietario.\n\nExcel espera.\nY mientras espera, los interesados se van.\n\nEl problema no es Excel.\nEs que Excel es una herramienta pasiva en un proceso que necesita ser activo.\n\nEl sistema activo hace lo que Excel no puede:\n→ Avisa\n→ Sigue\n→ Notifica\n→ Registra\n→ Muestra todo sin que nadie tenga que acordarse\n\nComentá DEMO.","#inmobiliaria|#inmobiliariasargentina|#excel|#sistemasinmobiliarios|#godreamai","Cara a cámara. Fondo oscuro. Inicio con gesto de reconocer la objeción. Lista visual de lo que Excel NO hace aparece en onscreen.","cara_camara","[0-3s] Ya tenemos Excel. Y por eso perdés 2 operaciones por mes sin darte cuenta. / [3-15s] Excel no avisa cuando un lead lleva 3 días sin respuesta. No llama al que visitó la propiedad la semana pasada. No genera el reporte del propietario. Excel espera. Y mientras espera, los interesados se van. / [15-25s] El problema no es Excel. Es que Excel es una herramienta pasiva en un proceso que necesita ser activo. / [25-35s] El sistema activo avisa, sigue, notifica y muestra todo sin que nadie tenga que acordarse de abrir el archivo. Comentá DEMO.","35","","Cara a cámara. Fondo #0a0a0a. Lista en onscreen: EXCEL NO... (1) avisa (2) sigue (3) notifica (4) muestra. Tachados en rojo. Debajo: EL SISTEMA SÍ en lima #CCFF00."
"historia","OBJECION","2026-06-12","borrador","¿Seguís llevando el seguimiento de leads en Excel?","Demoler la objeción del Excel con casos concretos de lo que no puede hacer","","","Respondé esta historia: ¿cuántos leads tienen en Excel ahora mismo?","","#historias|#inmobiliaria|#excel|#objecion","5 stories sobre las limitaciones del Excel. Story 3 encuesta cuántos lo usan. Story 5 CTA.","solo_texto","Story 1: La objeción de hoy: ya tenemos Excel. / Story 2: Excel espera. El lead no espera. El lead te espera 5 minutos y se va con la competencia. / Story 3: ENCUESTA - ¿Cómo seguís tus leads hoy? [Excel/Sheets | CRM | WhatsApp | Sin sistema] / Story 4: Lo que Excel no puede hacer: avisar cuando un lead no fue contactado. Eso solo lo hace un sistema activo. / Story 5: CTA - ¿Cuántos leads sin contactar tenés en tu Excel ahora mismo? Respondé esta historia.","","",""
"carrusel","AUTORIDAD","2026-06-13","borrador","7 cosas que el dueño de una inmobiliaria debería saber cada semana (sin preguntarle nada a nadie)","¿Cuántas consultas entraron esta semana? ¿Cuántas sin responder? ¿Qué propiedades generaron más interés? ¿Qué vendedor tiene más leads sin seguimiento? ¿Cuántas visitas se agendaron? ¿Cuántos propietarios no recibieron reporte? ¿Cuántas operaciones se cerraron?","Si para responder cualquiera de estas preguntas tenés que llamar a alguien, la respuesta ya llegó tarde.","Un sistema con panel de control responde las 7 en menos de 30 segundos. Sin reuniones. Sin llamadas. Sin esperar que alguien arme un reporte.","¿Cuántas de estas 7 podés responder ahora mismo? Guardá esto. (Link en primer comentario.)","7 cosas que el dueño de una inmobiliaria debería saber cada semana.\n\nSin preguntarle nada a nadie.\nSin esperar que alguien arme un reporte.\nSin llamar al vendedor para saber qué pasó.\n\n→ Ver el carrusel.\n\n¿Cuántas podés responder ahora mismo? Guardá esto. (Link en primer comentario.)","#inmobiliaria|#inmobiliariasargentina|#datosenmobiliaria|#sistemasinmobiliarios|#godreamai","Carrusel 8 slides. Uno por pregunta + slide intro + slide cierre. Diseño oscuro. Número de pregunta grande en lima #CCFF00. Pregunta en Bebas Neue blanco.","carrusel_diseno","Slide 1: 7 COSAS QUE EL DUEÑO DEBERÍA SABER CADA SEMANA (SIN PREGUNTARLE A NADIE) / Slide 2: 1 — ¿Cuántas consultas entraron esta semana? / Slide 3: 2 — ¿Cuántas consultas siguen sin respuesta? / Slide 4: 3 — ¿Qué propiedades generaron más interés? / Slide 5: 4 — ¿Qué vendedor tiene más leads sin seguimiento? / Slide 6: 5 — ¿Cuántas visitas se agendaron? ¿Cuántas se confirmaron? / Slide 7: 6 y 7 — ¿Cuántos propietarios no recibieron reporte esta semana? ¿Cuántas operaciones se cerraron? / Slide 8: Si para responder alguna de estas tenés que llamar a alguien, la respuesta ya llegó tarde. Un sistema correcto te las responde en 30 segundos. (Link en primer comentario.)","","","Carrusel editorial oscuro. Número de pregunta en grande lima #CCFF00. Texto pregunta en Bebas Neue blanco. Una pregunta por slide. Progresión visual como checklist. Fondo #0a0a0a."
"historia","FUNDADOR","2026-06-13","borrador","¿Por qué trabajo solo con inmobiliarias?","Contexto del fundador: nicho específico, decisión deliberada, no generalista","","","Esta semana arranca algo nuevo en el feed. No te la pierdas.","","#historias|#fundador|#godreamai|#nicho","5 stories humanizando la decisión de nicho. Cierre con gancho para la semana siguiente.","solo_texto","Story 1: Algo del sábado: por qué trabajo exclusivamente con inmobiliarias. / Story 2: Podría trabajar con cualquier empresa. Elegí no hacerlo. / Story 3: Las inmobiliarias tienen un problema muy específico: buenas ventas, muchas consultas y cero arquitectura detrás. Y casi nadie lo resuelve de verdad. / Story 4: Eso es lo que hace Go Dream AI. No vender tecnología. Diseñar el sistema operativo de una inmobiliaria. / Story 5: CTA - Esta semana en el feed hay algo que le va a doler a más de uno. Seguime para verlo.","","",""
